pk_woo_id,status,operation_key,operation_description,operation_type,operation_subtype,operation_order,priority_score,duration,duration_unit,confirmed_work,confirmed_work_unit,required_skill_desc,predecessor_operation_key,order_basic_start_date,order_basic_end_date,asset_status,asset_description,asset_criticality,asset_address_street,asset_address_door,asset_address_post_code,asset_address_city,asset_address_region,customer_description,is_corrective,duration_minutes,fk_assigned_technician_id,operation_scheduled_start,operation_scheduled_end
349,To do,Corrective-Low-6,Post-Maintenance Adjustments,Corrective,Low,6,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",12.0,4/11/2024,8/11/2024,In service,Asset Description 32,Bad,Lippenslaan,10.0,8300.0,Knokke-Heist,Flanders,Customer 13,1,5,9,2024-11-07 15:30,2024-11-07 15:35
350,To do,Corrective-Low-7,System Cleanup and Safety Checks,Corrective,Low,7,4,"10,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",13.0,4/11/2024,8/11/2024,In service,Asset Description 32,Bad,Lippenslaan,10.0,8300.0,Knokke-Heist,Flanders,Customer 13,1,10,9,2024-11-07 15:35,2024-11-07 15:45
386,To do,Corrective-Low-1,Diagnostics and Troubleshooting,Corrective,Low,1,4,"30,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",,4/11/2024,8/11/2024,In service,Asset Description 33,Adequate,Diestsestraat,5.0,3000.0,Leuven,Flanders,Customer 11,1,30,16,2024-11-08 15:15,2024-11-08 15:45
387,To do,Corrective-Low-2,Component Repair and Replacement,Corrective,Low,2,4,"1,0",Hours,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",8.0,4/11/2024,8/11/2024,In service,Asset Description 33,Adequate,Diestsestraat,5.0,3000.0,Leuven,Flanders,Customer 11,1,60,16,2024-11-08 15:45,2024-11-08 16:45
388,To do,Corrective-Low-3,Control System Checks,Corrective,Low,3,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",9.0,4/11/2024,8/11/2024,In service,Asset Description 33,Adequate,Diestsestraat,5.0,3000.0,Leuven,Flanders,Customer 11,1,5,16,2024-11-08 16:45,2024-11-08 16:50
389,To do,Corrective-Low-4,Testing and Validation,Corrective,Low,4,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",10.0,4/11/2024,8/11/2024,In service,Asset Description 33,Adequate,Diestsestraat,5.0,3000.0,Leuven,Flanders,Customer 11,1,5,16,2024-11-08 16:50,2024-11-08 16:55
390,To do,Corrective-Low-5,Documentation and Reporting,Corrective,Low,5,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",11.0,4/11/2024,8/11/2024,In service,Asset Description 33,Adequate,Diestsestraat,5.0,3000.0,Leuven,Flanders,Customer 11,1,5,16,2024-11-08 16:55,2024-11-08 17:00
391,To do,Corrective-Low-6,Post-Maintenance Adjustments,Corrective,Low,6,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",12.0,4/11/2024,8/11/2024,In service,Asset Description 33,Adequate,Diestsestraat,5.0,3000.0,Leuven,Flanders,Customer 11,1,5,17,2024-11-08 07:00,2024-11-08 07:05
392,To do,Corrective-Low-7,System Cleanup and Safety Checks,Corrective,Low,7,4,"10,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",13.0,4/11/2024,8/11/2024,In service,Asset Description 33,Adequate,Diestsestraat,5.0,3000.0,Leuven,Flanders,Customer 11,1,10,17,2024-11-08 07:05,2024-11-08 07:15
379,To do,Corrective-Low-1,Diagnostics and Troubleshooting,Corrective,Low,1,4,"30,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",,4/11/2024,8/11/2024,In service,Asset Description 34,Adequate,Kapellestraat,60.0,8400.0,Ostend,Flanders,Customer 12,1,30,17,2024-11-08 07:15,2024-11-08 07:45
380,To do,Corrective-Low-2,Component Repair and Replacement,Corrective,Low,2,4,"1,0",Hours,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",8.0,4/11/2024,8/11/2024,In service,Asset Description 34,Adequate,Kapellestraat,60.0,8400.0,Ostend,Flanders,Customer 12,1,60,17,2024-11-08 07:45,2024-11-08 08:45
381,To do,Corrective-Low-3,Control System Checks,Corrective,Low,3,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",9.0,4/11/2024,8/11/2024,In service,Asset Description 34,Adequate,Kapellestraat,60.0,8400.0,Ostend,Flanders,Customer 12,1,5,17,2024-11-08 08:45,2024-11-08 08:50
382,To do,Corrective-Low-4,Testing and Validation,Corrective,Low,4,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",10.0,4/11/2024,8/11/2024,In service,Asset Description 34,Adequate,Kapellestraat,60.0,8400.0,Ostend,Flanders,Customer 12,1,5,17,2024-11-08 08:50,2024-11-08 08:55
383,To do,Corrective-Low-5,Documentation and Reporting,Corrective,Low,5,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",11.0,4/11/2024,8/11/2024,In service,Asset Description 34,Adequate,Kapellestraat,60.0,8400.0,Ostend,Flanders,Customer 12,1,5,17,2024-11-08 08:55,2024-11-08 09:00
384,To do,Corrective-Low-6,Post-Maintenance Adjustments,Corrective,Low,6,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",12.0,4/11/2024,8/11/2024,In service,Asset Description 34,Adequate,Kapellestraat,60.0,8400.0,Ostend,Flanders,Customer 12,1,5,17,2024-11-08 09:00,2024-11-08 09:05
385,To do,Corrective-Low-7,System Cleanup and Safety Checks,Corrective,Low,7,4,"10,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",13.0,4/11/2024,8/11/2024,In service,Asset Description 34,Adequate,Kapellestraat,60.0,8400.0,Ostend,Flanders,Customer 12,1,10,17,2024-11-08 09:05,2024-11-08 09:15
372,To do,Corrective-Low-1,Diagnostics and Troubleshooting,Corrective,Low,1,4,"30,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",,4/11/2024,8/11/2024,In service,Asset Description 35,Bad,Veldstraat,20.0,9000.0,Ghent,Flanders,Customer 10,1,30,9,2024-11-07 15:45,2024-11-07 16:15
373,To do,Corrective-Low-2,Component Repair and Replacement,Corrective,Low,2,4,"1,0",Hours,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",8.0,4/11/2024,8/11/2024,In service,Asset Description 35,Bad,Veldstraat,20.0,9000.0,Ghent,Flanders,Customer 10,1,60,16,2024-11-07 07:00,2024-11-07 08:00
374,To do,Corrective-Low-3,Control System Checks,Corrective,Low,3,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",9.0,4/11/2024,8/11/2024,In service,Asset Description 35,Bad,Veldstraat,20.0,9000.0,Ghent,Flanders,Customer 10,1,5,9,2024-11-07 16:15,2024-11-07 16:20
375,To do,Corrective-Low-4,Testing and Validation,Corrective,Low,4,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",10.0,4/11/2024,8/11/2024,In service,Asset Description 35,Bad,Veldstraat,20.0,9000.0,Ghent,Flanders,Customer 10,1,5,9,2024-11-07 16:20,2024-11-07 16:25
376,To do,Corrective-Low-5,Documentation and Reporting,Corrective,Low,5,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",11.0,4/11/2024,8/11/2024,In service,Asset Description 35,Bad,Veldstraat,20.0,9000.0,Ghent,Flanders,Customer 10,1,5,9,2024-11-07 16:25,2024-11-07 16:30
377,To do,Corrective-Low-6,Post-Maintenance Adjustments,Corrective,Low,6,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",12.0,4/11/2024,8/11/2024,In service,Asset Description 35,Bad,Veldstraat,20.0,9000.0,Ghent,Flanders,Customer 10,1,5,9,2024-11-07 16:30,2024-11-07 16:35
378,To do,Corrective-Low-7,System Cleanup and Safety Checks,Corrective,Low,7,4,"10,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",13.0,4/11/2024,8/11/2024,In service,Asset Description 35,Bad,Veldstraat,20.0,9000.0,Ghent,Flanders,Customer 10,1,10,9,2024-11-07 16:35,2024-11-07 16:45
358,To do,Corrective-Low-1,Diagnostics and Troubleshooting,Corrective,Low,1,4,"30,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",,4/11/2024,8/11/2024,In service,Asset Description 36,Good,Lange Munt,8.0,9000.0,Ghent,Flanders,Customer 15,1,30,2,2024-11-12 16:00,2024-11-12 16:30
359,To do,Corrective-Low-2,Component Repair and Replacement,Corrective,Low,2,4,"1,0",Hours,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",8.0,4/11/2024,8/11/2024,In service,Asset Description 36,Good,Lange Munt,8.0,9000.0,Ghent,Flanders,Customer 15,1,60,6,2024-11-12 07:00,2024-11-12 08:00
360,To do,Corrective-Low-3,Control System Checks,Corrective,Low,3,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",9.0,4/11/2024,8/11/2024,In service,Asset Description 36,Good,Lange Munt,8.0,9000.0,Ghent,Flanders,Customer 15,1,5,2,2024-11-12 16:30,2024-11-12 16:35
361,To do,Corrective-Low-4,Testing and Validation,Corrective,Low,4,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",10.0,4/11/2024,8/11/2024,In service,Asset Description 36,Good,Lange Munt,8.0,9000.0,Ghent,Flanders,Customer 15,1,5,2,2024-11-12 16:35,2024-11-12 16:40
362,To do,Corrective-Low-5,Documentation and Reporting,Corrective,Low,5,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",11.0,4/11/2024,8/11/2024,In service,Asset Description 36,Good,Lange Munt,8.0,9000.0,Ghent,Flanders,Customer 15,1,5,2,2024-11-12 16:40,2024-11-12 16:45
363,To do,Corrective-Low-6,Post-Maintenance Adjustments,Corrective,Low,6,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",12.0,4/11/2024,8/11/2024,In service,Asset Description 36,Good,Lange Munt,8.0,9000.0,Ghent,Flanders,Customer 15,1,5,2,2024-11-12 16:45,2024-11-12 16:50
364,To do,Corrective-Low-7,System Cleanup and Safety Checks,Corrective,Low,7,4,"10,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",13.0,4/11/2024,8/11/2024,In service,Asset Description 36,Good,Lange Munt,8.0,9000.0,Ghent,Flanders,Customer 15,1,10,2,2024-11-12 16:50,2024-11-12 17:00
365,To do,Corrective-Low-1,Diagnostics and Troubleshooting,Corrective,Low,1,4,"30,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",,11/11/2024,15/11/2024,In service,Asset Description 37,Bad,Schuttershofstraat,25.0,2000.0,Antwerpen,Flanders,Customer 14,1,30,16,2024-11-07 08:00,2024-11-07 08:30
366,To do,Corrective-Low-2,Component Repair and Replacement,Corrective,Low,2,4,"1,0",Hours,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",8.0,11/11/2024,15/11/2024,In service,Asset Description 37,Bad,Schuttershofstraat,25.0,2000.0,Antwerpen,Flanders,Customer 14,1,60,16,2024-11-07 08:30,2024-11-07 09:30
367,To do,Corrective-Low-3,Control System Checks,Corrective,Low,3,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",9.0,11/11/2024,15/11/2024,In service,Asset Description 37,Bad,Schuttershofstraat,25.0,2000.0,Antwerpen,Flanders,Customer 14,1,5,9,2024-11-07 16:45,2024-11-07 16:50
368,To do,Corrective-Low-4,Testing and Validation,Corrective,Low,4,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",10.0,11/11/2024,15/11/2024,In service,Asset Description 37,Bad,Schuttershofstraat,25.0,2000.0,Antwerpen,Flanders,Customer 14,1,5,9,2024-11-07 16:50,2024-11-07 16:55
369,To do,Corrective-Low-5,Documentation and Reporting,Corrective,Low,5,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",11.0,11/11/2024,15/11/2024,In service,Asset Description 37,Bad,Schuttershofstraat,25.0,2000.0,Antwerpen,Flanders,Customer 14,1,5,9,2024-11-07 16:55,2024-11-07 17:00
370,To do,Corrective-Low-6,Post-Maintenance Adjustments,Corrective,Low,6,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",12.0,11/11/2024,15/11/2024,In service,Asset Description 37,Bad,Schuttershofstraat,25.0,2000.0,Antwerpen,Flanders,Customer 14,1,5,16,2024-11-07 09:30,2024-11-07 09:35
371,To do,Corrective-Low-7,System Cleanup and Safety Checks,Corrective,Low,7,4,"10,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",13.0,11/11/2024,15/11/2024,In service,Asset Description 37,Bad,Schuttershofstraat,25.0,2000.0,Antwerpen,Flanders,Customer 14,1,10,16,2024-11-07 09:35,2024-11-07 09:45
351,To do,Corrective-Low-1,Diagnostics and Troubleshooting,Corrective,Low,1,4,"30,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",,4/11/2024,8/11/2024,In service,Asset Description 38,Good,Vlamingstraat,30.0,8000.0,Bruges,Flanders,Customer 17,1,30,6,2024-11-12 08:00,2024-11-12 08:30
352,To do,Corrective-Low-2,Component Repair and Replacement,Corrective,Low,2,4,"1,0",Hours,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",8.0,4/11/2024,8/11/2024,In service,Asset Description 38,Good,Vlamingstraat,30.0,8000.0,Bruges,Flanders,Customer 17,1,60,6,2024-11-12 08:30,2024-11-12 09:30
353,To do,Corrective-Low-3,Control System Checks,Corrective,Low,3,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",9.0,4/11/2024,8/11/2024,In service,Asset Description 38,Good,Vlamingstraat,30.0,8000.0,Bruges,Flanders,Customer 17,1,5,6,2024-11-12 09:30,2024-11-12 09:35
354,To do,Corrective-Low-4,Testing and Validation,Corrective,Low,4,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",10.0,4/11/2024,8/11/2024,In service,Asset Description 38,Good,Vlamingstraat,30.0,8000.0,Bruges,Flanders,Customer 17,1,5,6,2024-11-12 09:35,2024-11-12 09:40
355,To do,Corrective-Low-5,Documentation and Reporting,Corrective,Low,5,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",11.0,4/11/2024,8/11/2024,In service,Asset Description 38,Good,Vlamingstraat,30.0,8000.0,Bruges,Flanders,Customer 17,1,5,6,2024-11-12 09:40,2024-11-12 09:45
356,To do,Corrective-Low-6,Post-Maintenance Adjustments,Corrective,Low,6,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",12.0,4/11/2024,8/11/2024,In service,Asset Description 38,Good,Vlamingstraat,30.0,8000.0,Bruges,Flanders,Customer 17,1,5,6,2024-11-12 09:45,2024-11-12 09:50
357,To do,Corrective-Low-7,System Cleanup and Safety Checks,Corrective,Low,7,4,"10,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",13.0,4/11/2024,8/11/2024,In service,Asset Description 38,Good,Vlamingstraat,30.0,8000.0,Bruges,Flanders,Customer 17,1,10,6,2024-11-12 09:50,2024-11-12 10:00
421,To do,Corrective-Low-1,Diagnostics and Troubleshooting,Corrective,Low,1,4,"30,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",,11/11/2024,15/11/2024,In service,Asset Description 39,Adequate,Tiensestraat,18.0,3000.0,Leuven,Flanders,Customer 17,1,30,17,2024-11-08 09:15,2024-11-08 09:45
422,To do,Corrective-Low-2,Component Repair and Replacement,Corrective,Low,2,4,"1,0",Hours,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",8.0,11/11/2024,15/11/2024,In service,Asset Description 39,Adequate,Tiensestraat,18.0,3000.0,Leuven,Flanders,Customer 17,1,60,17,2024-11-08 09:45,2024-11-08 10:45
423,To do,Corrective-Low-3,Control System Checks,Corrective,Low,3,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",9.0,11/11/2024,15/11/2024,In service,Asset Description 39,Adequate,Tiensestraat,18.0,3000.0,Leuven,Flanders,Customer 17,1,5,17,2024-11-08 10:45,2024-11-08 10:50
424,To do,Corrective-Low-4,Testing and Validation,Corrective,Low,4,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",10.0,11/11/2024,15/11/2024,In service,Asset Description 39,Adequate,Tiensestraat,18.0,3000.0,Leuven,Flanders,Customer 17,1,5,17,2024-11-08 10:50,2024-11-08 10:55
425,To do,Corrective-Low-5,Documentation and Reporting,Corrective,Low,5,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",11.0,11/11/2024,15/11/2024,In service,Asset Description 39,Adequate,Tiensestraat,18.0,3000.0,Leuven,Flanders,Customer 17,1,5,17,2024-11-08 10:55,2024-11-08 11:00
426,To do,Corrective-Low-6,Post-Maintenance Adjustments,Corrective,Low,6,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",12.0,11/11/2024,15/11/2024,In service,Asset Description 39,Adequate,Tiensestraat,18.0,3000.0,Leuven,Flanders,Customer 17,1,5,17,2024-11-08 12:00,2024-11-08 12:05
427,To do,Corrective-Low-7,System Cleanup and Safety Checks,Corrective,Low,7,4,"10,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",13.0,11/11/2024,15/11/2024,In service,Asset Description 39,Adequate,Tiensestraat,18.0,3000.0,Leuven,Flanders,Customer 17,1,10,17,2024-11-08 12:05,2024-11-08 12:15
414,To do,Corrective-Low-1,Diagnostics and Troubleshooting,Corrective,Low,1,4,"30,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",,4/11/2024,8/11/2024,In service,Asset Description 40,Bad,Onze-Lieve-Vrouwestraat,22.0,2800.0,Mechelen,Flanders,Customer 18,1,30,16,2024-11-07 09:45,2024-11-07 10:15
415,To do,Corrective-Low-2,Component Repair and Replacement,Corrective,Low,2,4,"1,0",Hours,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",8.0,4/11/2024,8/11/2024,In service,Asset Description 40,Bad,Onze-Lieve-Vrouwestraat,22.0,2800.0,Mechelen,Flanders,Customer 18,1,60,16,2024-11-07 12:00,2024-11-07 13:00
416,To do,Corrective-Low-3,Control System Checks,Corrective,Low,3,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",9.0,4/11/2024,8/11/2024,In service,Asset Description 40,Bad,Onze-Lieve-Vrouwestraat,22.0,2800.0,Mechelen,Flanders,Customer 18,1,5,16,2024-11-07 10:15,2024-11-07 10:20
417,To do,Corrective-Low-4,Testing and Validation,Corrective,Low,4,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",10.0,4/11/2024,8/11/2024,In service,Asset Description 40,Bad,Onze-Lieve-Vrouwestraat,22.0,2800.0,Mechelen,Flanders,Customer 18,1,5,16,2024-11-07 10:20,2024-11-07 10:25
418,To do,Corrective-Low-5,Documentation and Reporting,Corrective,Low,5,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",11.0,4/11/2024,8/11/2024,In service,Asset Description 40,Bad,Onze-Lieve-Vrouwestraat,22.0,2800.0,Mechelen,Flanders,Customer 18,1,5,16,2024-11-07 10:25,2024-11-07 10:30
419,To do,Corrective-Low-6,Post-Maintenance Adjustments,Corrective,Low,6,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",12.0,4/11/2024,8/11/2024,In service,Asset Description 40,Bad,Onze-Lieve-Vrouwestraat,22.0,2800.0,Mechelen,Flanders,Customer 18,1,5,16,2024-11-07 10:30,2024-11-07 10:35
420,To do,Corrective-Low-7,System Cleanup and Safety Checks,Corrective,Low,7,4,"10,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",13.0,4/11/2024,8/11/2024,In service,Asset Description 40,Bad,Onze-Lieve-Vrouwestraat,22.0,2800.0,Mechelen,Flanders,Customer 18,1,10,16,2024-11-07 10:35,2024-11-07 10:45
407,To do,Corrective-Low-1,Diagnostics and Troubleshooting,Corrective,Low,1,4,"30,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",,4/11/2024,8/11/2024,In service,Asset Description 41,Adequate,Vlaanderenstraat,35.0,9000.0,Ghent,Flanders,Customer 21,1,30,17,2024-11-08 12:15,2024-11-08 12:45
408,To do,Corrective-Low-2,Component Repair and Replacement,Corrective,Low,2,4,"1,0",Hours,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",8.0,4/11/2024,8/11/2024,In service,Asset Description 41,Adequate,Vlaanderenstraat,35.0,9000.0,Ghent,Flanders,Customer 21,1,60,17,2024-11-08 12:45,2024-11-08 13:45
409,To do,Corrective-Low-3,Control System Checks,Corrective,Low,3,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",9.0,4/11/2024,8/11/2024,In service,Asset Description 41,Adequate,Vlaanderenstraat,35.0,9000.0,Ghent,Flanders,Customer 21,1,5,17,2024-11-08 13:45,2024-11-08 13:50
410,To do,Corrective-Low-4,Testing and Validation,Corrective,Low,4,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",10.0,4/11/2024,8/11/2024,In service,Asset Description 41,Adequate,Vlaanderenstraat,35.0,9000.0,Ghent,Flanders,Customer 21,1,5,17,2024-11-08 13:50,2024-11-08 13:55
411,To do,Corrective-Low-5,Documentation and Reporting,Corrective,Low,5,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",11.0,4/11/2024,8/11/2024,In service,Asset Description 41,Adequate,Vlaanderenstraat,35.0,9000.0,Ghent,Flanders,Customer 21,1,5,17,2024-11-08 13:55,2024-11-08 14:00
412,To do,Corrective-Low-6,Post-Maintenance Adjustments,Corrective,Low,6,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",12.0,4/11/2024,8/11/2024,In service,Asset Description 41,Adequate,Vlaanderenstraat,35.0,9000.0,Ghent,Flanders,Customer 21,1,5,17,2024-11-08 14:00,2024-11-08 14:05
413,To do,Corrective-Low-7,System Cleanup and Safety Checks,Corrective,Low,7,4,"10,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",13.0,4/11/2024,8/11/2024,In service,Asset Description 41,Adequate,Vlaanderenstraat,35.0,9000.0,Ghent,Flanders,Customer 21,1,10,17,2024-11-08 14:05,2024-11-08 14:15
400,To do,Corrective-Low-1,Diagnostics and Troubleshooting,Corrective,Low,1,4,"30,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",,4/11/2024,8/11/2024,In service,Asset Description 42,Bad,Kloosterstraat,40.0,2000.0,Antwerpen,Flanders,Customer 10,1,30,16,2024-11-07 13:00,2024-11-07 13:30
401,To do,Corrective-Low-2,Component Repair and Replacement,Corrective,Low,2,4,"1,0",Hours,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",8.0,4/11/2024,8/11/2024,In service,Asset Description 42,Bad,Kloosterstraat,40.0,2000.0,Antwerpen,Flanders,Customer 10,1,60,16,2024-11-07 13:30,2024-11-07 14:30
402,To do,Corrective-Low-3,Control System Checks,Corrective,Low,3,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",9.0,4/11/2024,8/11/2024,In service,Asset Description 42,Bad,Kloosterstraat,40.0,2000.0,Antwerpen,Flanders,Customer 10,1,5,16,2024-11-07 10:45,2024-11-07 10:50
403,To do,Corrective-Low-4,Testing and Validation,Corrective,Low,4,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",10.0,4/11/2024,8/11/2024,In service,Asset Description 42,Bad,Kloosterstraat,40.0,2000.0,Antwerpen,Flanders,Customer 10,1,5,16,2024-11-07 10:50,2024-11-07 10:55
404,To do,Corrective-Low-5,Documentation and Reporting,Corrective,Low,5,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",11.0,4/11/2024,8/11/2024,In service,Asset Description 42,Bad,Kloosterstraat,40.0,2000.0,Antwerpen,Flanders,Customer 10,1,5,16,2024-11-07 10:55,2024-11-07 11:00
405,To do,Corrective-Low-6,Post-Maintenance Adjustments,Corrective,Low,6,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",12.0,4/11/2024,8/11/2024,In service,Asset Description 42,Bad,Kloosterstraat,40.0,2000.0,Antwerpen,Flanders,Customer 10,1,5,16,2024-11-07 14:30,2024-11-07 14:35
406,To do,Corrective-Low-7,System Cleanup and Safety Checks,Corrective,Low,7,4,"10,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",13.0,4/11/2024,8/11/2024,In service,Asset Description 42,Bad,Kloosterstraat,40.0,2000.0,Antwerpen,Flanders,Customer 10,1,10,16,2024-11-07 14:35,2024-11-07 14:45
393,To do,Corrective-Low-1,Diagnostics and Troubleshooting,Corrective,Low,1,4,"30,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",,11/11/2024,15/11/2024,In service,Asset Description 43,Adequate,Langestraat,45.0,8000.0,Bruges,Flanders,Customer 17,1,30,17,2024-11-08 14:15,2024-11-08 14:45
394,To do,Corrective-Low-2,Component Repair and Replacement,Corrective,Low,2,4,"1,0",Hours,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",8.0,11/11/2024,15/11/2024,In service,Asset Description 43,Adequate,Langestraat,45.0,8000.0,Bruges,Flanders,Customer 17,1,60,17,2024-11-08 14:45,2024-11-08 15:45
395,To do,Corrective-Low-3,Control System Checks,Corrective,Low,3,4,"5,0",Minutes,"0,0",Minutes,"Electrician, Mecanician, Inspector Junior, Inspector Senior",9.0,11/11/2024,15/11/2024,In service,Asset Description 43,Adequate,Langestraat,45.0,8000.0,Bruges,Flanders,Customer 17,1,5,17,2024-11-08 15:45,2024-11-08 15:50
